Order_ID,Order_Date,Year,Month_No,Month,SKU,ASIN,Product_Name,Category,Sub_Category,Qty,Unit_Price,Discount_%,Amount,Status,Fulfilment,Shipping_Level,Sales_Channel,City,Region,Promotion,Stock_On_Hand,Lead_Time_Days,Reorder_Point
ORD-2023-105886,2023-12-19,2023,12,Dec,AMZ-ELEC-001,B0ELEC001,Wireless Earbuds,Electronics,Audio,2,48.14,0,0,Cancelled,Seller Fulfilled,Priority,Amazon App,Brisbane,QLD,None,168,1,40
ORD-2023-105887,2023-12-19,2023,12,Dec,AMZ-ELEC-001,B0ELEC001,Wireless Earbuds,Electronics,Audio,1,50.92,0.1,45.83,Shipped,Seller Fulfilled,Priority,Amazon App,Perth,WA,Christmas Deal,85,3,60
ORD-2023-105888,2023-12-19,2023,12,Dec,AMZ-ELEC-001,B0ELEC001,Wireless Earbuds,Electronics,Audio,1,52,0.1,0,Cancelled,Seller Fulfilled,Priority,Marketplace,Canberra,ACT,Christmas Deal,75,4,50
ORD-2023-105889,2023-12-19,2023,12,Dec,AMZ-ELEC-001,B0ELEC001,Wireless Earbuds,Electronics,Audio,3,49.96,0.1,134.89,Delivered,FBA,Expedited,Amazon App,Perth,WA,Boxing Day,90,3,50
ORD-2023-105890,2023-12-19,2023,12,Dec,AMZ-ELEC-001,B0ELEC001,Wireless Earbuds,Electronics,Audio,2,51.64,0,103.28,Delivered,Seller Fulfilled,Priority,Amazon App,Melbourne,VIC,None,139,1,40
ORD-2023-105891,2023-12-19,2023,12,Dec,AMZ-ELEC-002,B0ELEC002,Bluetooth Speaker,Electronics,Audio,1,39.66,0.1,0,Cancelled,FBA,Expedited,Marketplace,Canberra,ACT,Holiday Bundle,128,3,75
ORD-2023-105892,2023-12-19,2023,12,Dec,AMZ-ELEC-002,B0ELEC002,Bluetooth Speaker,Electronics,Audio,1,38.81,0.1,34.93,Delivered,FBA,Standard,Amazon App,Adelaide,SA,Boxing Day,105,3,75
ORD-2023-105893,2023-12-19,2023,12,Dec,AMZ-ELEC-002,B0ELEC002,Bluetooth Speaker,Electronics,Audio,3,39.89,0.15,101.72,Delivered,FBA,Standard,Marketplace,Hobart,TAS,Boxing Day,47,2,50
ORD-2023-105894,2023-12-19,2023,12,Dec,AMZ-ELEC-002,B0ELEC002,Bluetooth Speaker,Electronics,Audio,1,39.02,0.1,35.12,Shipped,Seller Fulfilled,Standard,Amazon.com.au,Perth,WA,None,98,2,60
ORD-2023-105895,2023-12-19,2023,12,Dec,AMZ-ELEC-002,B0ELEC002,Bluetooth Speaker,Electronics,Audio,2,39.49,0.05,75.03,Delivered,FBA,Standard,Marketplace,Canberra,ACT,None,137,2,75
ORD-2023-105907,2023-12-19,2023,12,Dec,AMZ-FASH-001,B0FASH001,Winter Hoodie,Fashion,Clothing,1,45.44,0,45.44,Delivered,Seller Fulfilled,Priority,Amazon App,Melbourne,VIC,Christmas Deal,84,2,90
ORD-2023-105908,2023-12-19,2023,12,Dec,AMZ-FASH-001,B0FASH001,Winter Hoodie,Fashion,Clothing,1,43.87,0.05,0,Cancelled,FBA,Standard,Marketplace,Melbourne,VIC,None,106,3,60
ORD-2023-105909,2023-12-19,2023,12,Dec,AMZ-FASH-001,B0FASH001,Winter Hoodie,Fashion,Clothing,2,43.3,0.15,0,Cancelled,FBA,Expedited,Amazon App,Brisbane,QLD,None,58,5,60
ORD-2023-105910,2023-12-19,2023,12,Dec,AMZ-FASH-001,B0FASH001,Winter Hoodie,Fashion,Clothing,2,43.85,0,87.7,Delivered,FBA,Priority,Amazon App,Brisbane,QLD,None,151,1,60
ORD-2023-105911,2023-12-19,2023,12,Dec,AMZ-FASH-001,B0FASH001,Winter Hoodie,Fashion,Clothing,1,43.95,0.1,0,Cancelled,FBA,Standard,Amazon App,Hobart,TAS,None,122,4,60
ORD-2023-105912,2023-12-19,2023,12,Dec,AMZ-FASH-002,B0FASH002,Running Shoes,Fashion,Footwear,1,77.41,0,0,Cancelled,Seller Fulfilled,Standard,Amazon.com.au,Sydney,NSW,Boxing Day,114,3,75
ORD-2023-105896,2023-12-19,2023,12,Dec,AMZ-HOME-001,B0HOME001,LED Desk Lamp,Home,Lighting,1,31.29,0.2,25.03,Delivered,FBA,Standard,Marketplace,Adelaide,SA,Holiday Bundle,101,5,50
ORD-2023-105897,2023-12-19,2023,12,Dec,AMZ-HOME-001,B0HOME001,LED Desk Lamp,Home,Lighting,1,30.53,0.1,27.48,Delivered,Seller Fulfilled,Expedited,Amazon.com.au,Adelaide,SA,Holiday Bundle,174,2,50
ORD-2023-105898,2023-12-19,2023,12,Dec,AMZ-HOME-001,B0HOME001,LED Desk Lamp,Home,Lighting,1,30.73,0,0,Cancelled,Seller Fulfilled,Priority,Amazon.com.au,Adelaide,SA,None,137,5,50
ORD-2023-105899,2023-12-19,2023,12,Dec,AMZ-HOME-001,B0HOME001,LED Desk Lamp,Home,Lighting,1,31.05,0.1,27.95,Delivered,Seller Fulfilled,Priority,Amazon App,Sydney,NSW,Christmas Deal,139,2,50
ORD-2023-105900,2023-12-19,2023,12,Dec,AMZ-HOME-001,B0HOME001,LED Desk Lamp,Home,Lighting,1,29.09,0.2,23.27,Delivered,FBA,Priority,Amazon App,Hobart,TAS,Boxing Day,181,3,60
ORD-2023-105901,2023-12-19,2023,12,Dec,AMZ-HOME-002,B0HOME002,Memory Foam Pillow,Home,Bedding,3,36.64,0.15,0,Cancelled,Seller Fulfilled,Priority,Amazon.com.au,Perth,WA,None,98,3,75
ORD-2023-105902,2023-12-19,2023,12,Dec,AMZ-HOME-002,B0HOME002,Memory Foam Pillow,Home,Bedding,1,36.47,0.1,0,Cancelled,Seller Fulfilled,Standard,Amazon App,Sydney,NSW,None,120,3,40
ORD-2023-105903,2023-12-19,2023,12,Dec,AMZ-HOME-002,B0HOME002,Memory Foam Pillow,Home,Bedding,2,34.82,0.2,55.71,Delivered,FBA,Priority,Amazon.com.au,Brisbane,QLD,Holiday Bundle,133,2,60
ORD-2023-105904,2023-12-19,2023,12,Dec,AMZ-HOME-002,B0HOME002,Memory Foam Pillow,Home,Bedding,1,35.08,0,0,Cancelled,Seller Fulfilled,Standard,Amazon.com.au,Hobart,TAS,Christmas Deal,103,2,90
ORD-2023-105905,2023-12-19,2023,12,Dec,AMZ-HOME-002,B0HOME002,Memory Foam Pillow,Home,Bedding,1,36.61,0.05,34.78,Delivered,FBA,Priority,Amazon App,Canberra,ACT,Christmas Deal,164,3,50
ORD-2023-105906,2023-12-19,2023,12,Dec,AMZ-HOME-002,B0HOME002,Memory Foam Pillow,Home,Bedding,1,34.77,0.1,0,Cancelled,FBA,Expedited,Marketplace,Perth,WA,Boxing Day,78,1,75
ORD-2023-105913,2023-12-19,2023,12,Dec,AMZ-KIDS-001,B0KIDS001,STEM Building Toy,Toys,Educational,1,24.07,0.2,19.26,Delivered,FBA,Expedited,Marketplace,Canberra,ACT,None,119,2,50
ORD-2023-105914,2023-12-19,2023,12,Dec,AMZ-KIDS-001,B0KIDS001,STEM Building Toy,Toys,Educational,2,24.46,0.2,39.14,Delivered,Seller Fulfilled,Priority,Amazon App,Melbourne,VIC,Boxing Day,113,1,90
ORD-2023-105915,2023-12-19,2023,12,Dec,AMZ-KIDS-001,B0KIDS001,STEM Building Toy,Toys,Educational,1,24.7,0.2,19.76,Shipped,FBA,Standard,Amazon.com.au,Adelaide,SA,Christmas Deal,145,2,75
ORD-2023-105916,2023-12-19,2023,12,Dec,AMZ-KIDS-001,B0KIDS001,STEM Building Toy,Toys,Educational,1,26.14,0,0,Cancelled,Seller Fulfilled,Standard,Amazon.com.au,Adelaide,SA,None,54,2,50
ORD-2023-105917,2023-12-19,2023,12,Dec,AMZ-KIDS-001,B0KIDS001,STEM Building Toy,Toys,Educational,1,25.89,0.2,20.71,Delivered,Seller Fulfilled,Standard,Marketplace,Hobart,TAS,Christmas Deal,107,2,40
ORD-2023-105918,2023-12-19,2023,12,Dec,AMZ-KIDS-001,B0KIDS001,STEM Building Toy,Toys,Educational,1,24.62,0,24.62,Shipped,Seller Fulfilled,Standard,Amazon.com.au,Melbourne,VIC,Holiday Bundle,76,5,50
ORD-2023-105919,2023-12-19,2023,12,Dec,AMZ-KIDS-002,B0KIDS002,Remote Control Car,Toys,Vehicles,1,54.1,0.2,43.28,Delivered,FBA,Standard,Amazon App,Sydney,NSW,Boxing Day,139,1,90
ORD-2023-105920,2023-12-19,2023,12,Dec,AMZ-KIDS-002,B0KIDS002,Remote Control Car,Toys,Vehicles,3,54.11,0.2,0,Cancelled,FBA,Standard,Amazon.com.au,Perth,WA,None,73,3,90
ORD-2023-105921,2023-12-19,2023,12,Dec,AMZ-KIDS-002,B0KIDS002,Remote Control Car,Toys,Vehicles,1,52.79,0.1,47.51,Delivered,Seller Fulfilled,Standard,Amazon.com.au,Melbourne,VIC,Christmas Deal,153,3,60
ORD-2023-105922,2023-12-19,2023,12,Dec,AMZ-KIDS-002,B0KIDS002,Remote Control Car,Toys,Vehicles,2,52.29,0.15,0,Cancelled,FBA,Expedited,Marketplace,Sydney,NSW,Holiday Bundle,143,2,60
ORD-2023-105923,2023-12-19,2023,12,Dec,AMZ-KIDS-002,B0KIDS002,Remote Control Car,Toys,Vehicles,2,55.15,0,110.3,Delivered,Seller Fulfilled,Standard,Amazon App,Canberra,ACT,Holiday Bundle,168,3,50
ORD-2023-105924,2023-12-19,2023,12,Dec,AMZ-KIDS-002,B0KIDS002,Remote Control Car,Toys,Vehicles,1,52.44,0,52.44,Delivered,FBA,Standard,Amazon App,Brisbane,QLD,Boxing Day,73,2,60
ORD-2023-105925,2023-12-19,2023,12,Dec,AMZ-KIDS-002,B0KIDS002,Remote Control Car,Toys,Vehicles,2,56.75,0.05,107.82,Delivered,FBA,Priority,Amazon App,Perth,WA,Boxing Day,85,1,75
ORD-2023-105926,2023-12-19,2023,12,Dec,AMZ-KIDS-002,B0KIDS002,Remote Control Car,Toys,Vehicles,1,53.86,0,53.86,Delivered,FBA,Expedited,Amazon App,Melbourne,VIC,Holiday Bundle,125,2,50
ORD-2023-105927,2023-12-19,2023,12,Dec,AMZ-KIDS-002,B0KIDS002,Remote Control Car,Toys,Vehicles,2,57.09,0.05,108.47,Delivered,FBA,Expedited,Amazon.com.au,Hobart,TAS,Holiday Bundle,184,2,75
ORD-2023-105928,2023-12-19,2023,12,Dec,AMZ-KIT-002,B0KIT002,Coffee Grinder,Kitchen,Appliances,1,62.32,0.2,49.86,Delivered,Seller Fulfilled,Priority,Marketplace,Adelaide,SA,None,128,5,40
ORD-2023-105929,2023-12-19,2023,12,Dec,AMZ-KIT-002,B0KIT002,Coffee Grinder,Kitchen,Appliances,3,60.69,0.15,154.76,Delivered,Seller Fulfilled,Expedited,Amazon.com.au,Melbourne,VIC,Boxing Day,103,3,90
ORD-2023-105930,2023-12-19,2023,12,Dec,AMZ-KIT-002,B0KIT002,Coffee Grinder,Kitchen,Appliances,4,57.36,0.05,217.97,Shipped,Seller Fulfilled,Priority,Marketplace,Adelaide,SA,Christmas Deal,115,1,60
ORD-2023-105931,2023-12-19,2023,12,Dec,AMZ-KIT-002,B0KIT002,Coffee Grinder,Kitchen,Appliances,2,58.45,0.2,0,Cancelled,FBA,Standard,Amazon App,Melbourne,VIC,Boxing Day,127,3,90
ORD-2023-105932,2023-12-19,2023,12,Dec,AMZ-KIT-002,B0KIT002,Coffee Grinder,Kitchen,Appliances,1,60.63,0.05,57.6,Shipped,Seller Fulfilled,Expedited,Amazon.com.au,Perth,WA,Holiday Bundle,192,1,40
ORD-2023-105933,2023-12-20,2023,12,Dec,AMZ-ELEC-001,B0ELEC001,Wireless Earbuds,Electronics,Audio,1,48.74,0,48.74,Shipped,Seller Fulfilled,Standard,Amazon.com.au,Sydney,NSW,Christmas Deal,106,3,40
ORD-2023-105934,2023-12-20,2023,12,Dec,AMZ-ELEC-001,B0ELEC001,Wireless Earbuds,Electronics,Audio,1,48.07,0.15,0,Cancelled,FBA,Standard,Amazon App,Adelaide,SA,Boxing Day,108,1,90
ORD-2023-105935,2023-12-20,2023,12,Dec,AMZ-ELEC-001,B0ELEC001,Wireless Earbuds,Electronics,Audio,1,48.34,0.2,38.67,Delivered,FBA,Priority,Amazon App,Perth,WA,Christmas Deal,114,5,60
ORD-2023-105936,2023-12-20,2023,12,Dec,AMZ-ELEC-001,B0ELEC001,Wireless Earbuds,Electronics,Audio,3,52.37,0.15,133.54,Delivered,Seller Fulfilled,Expedited,Marketplace,Sydney,NSW,Holiday Bundle,156,5,75
ORD-2023-105937,2023-12-20,2023,12,Dec,AMZ-ELEC-001,B0ELEC001,Wireless Earbuds,Electronics,Audio,2,47.88,0.1,86.18,Delivered,Seller Fulfilled,Priority,Amazon.com.au,Melbourne,VIC,Boxing Day,107,3,40
ORD-2023-105938,2023-12-20,2023,12,Dec,AMZ-ELEC-001,B0ELEC001,Wireless Earbuds,Electronics,Audio,1,51.38,0.2,41.1,Delivered,FBA,Expedited,Amazon.com.au,Melbourne,VIC,Boxing Day,89,4,75
ORD-2023-105939,2023-12-20,2023,12,Dec,AMZ-ELEC-001,B0ELEC001,Wireless Earbuds,Electronics,Audio,1,50.35,0,50.35,Delivered,FBA,Standard,Marketplace,Perth,WA,Boxing Day,93,2,75
ORD-2023-105940,2023-12-20,2023,12,Dec,AMZ-ELEC-001,B0ELEC001,Wireless Earbuds,Electronics,Audio,1,48.66,0.1,0,Cancelled,Seller Fulfilled,Standard,Amazon App,Brisbane,QLD,Christmas Deal,117,5,60
ORD-2023-105941,2023-12-20,2023,12,Dec,AMZ-ELEC-002,B0ELEC002,Bluetooth Speaker,Electronics,Audio,1,39.68,0.15,33.73,Delivered,FBA,Priority,Amazon.com.au,Sydney,NSW,None,71,2,50
ORD-2023-105942,2023-12-20,2023,12,Dec,AMZ-ELEC-002,B0ELEC002,Bluetooth Speaker,Electronics,Audio,1,40.93,0.15,34.79,Delivered,FBA,Standard,Amazon.com.au,Perth,WA,Holiday Bundle,123,2,90
ORD-2023-105943,2023-12-20,2023,12,Dec,AMZ-ELEC-002,B0ELEC002,Bluetooth Speaker,Electronics,Audio,2,38.87,0.2,62.19,Delivered,FBA,Expedited,Amazon.com.au,Adelaide,SA,Christmas Deal,132,2,50
ORD-2023-105944,2023-12-20,2023,12,Dec,AMZ-ELEC-002,B0ELEC002,Bluetooth Speaker,Electronics,Audio,1,39.69,0.1,0,Cancelled,Seller Fulfilled,Expedited,Marketplace,Sydney,NSW,None,103,5,40
ORD-2023-105945,2023-12-20,2023,12,Dec,AMZ-ELEC-002,B0ELEC002,Bluetooth Speaker,Electronics,Audio,3,38.07,0.2,91.37,Delivered,Seller Fulfilled,Expedited,Amazon.com.au,Perth,WA,Holiday Bundle,122,5,40
ORD-2023-105946,2023-12-20,2023,12,Dec,AMZ-ELEC-002,B0ELEC002,Bluetooth Speaker,Electronics,Audio,1,38.04,0.05,0,Cancelled,FBA,Priority,Amazon App,Melbourne,VIC,Christmas Deal,107,3,60
ORD-2023-105955,2023-12-20,2023,12,Dec,AMZ-FASH-001,B0FASH001,Winter Hoodie,Fashion,Clothing,1,46.72,0.05,44.38,Delivered,FBA,Standard,Amazon.com.au,Sydney,NSW,None,123,2,75
ORD-2023-105956,2023-12-20,2023,12,Dec,AMZ-FASH-001,B0FASH001,Winter Hoodie,Fashion,Clothing,1,43.97,0,43.97,Delivered,Seller Fulfilled,Standard,Marketplace,Melbourne,VIC,Boxing Day,130,3,40
ORD-2023-105957,2023-12-20,2023,12,Dec,AMZ-FASH-001,B0FASH001,Winter Hoodie,Fashion,Clothing,1,43.39,0.15,36.88,Delivered,FBA,Priority,Marketplace,Adelaide,SA,None,163,3,50
ORD-2023-105958,2023-12-20,2023,12,Dec,AMZ-FASH-001,B0FASH001,Winter Hoodie,Fashion,Clothing,1,45.88,0.1,41.29,Delivered,FBA,Standard,Amazon.com.au,Sydney,NSW,None,90,3,40
ORD-2023-105959,2023-12-20,2023,12,Dec,AMZ-FASH-001,B0FASH001,Winter Hoodie,Fashion,Clothing,2,43.92,0.05,83.45,Delivered,Seller Fulfilled,Expedited,Amazon.com.au,Hobart,TAS,None,115,1,60
ORD-2023-105960,2023-12-20,2023,12,Dec,AMZ-FASH-002,B0FASH002,Running Shoes,Fashion,Footwear,1,82.65,0.15,70.25,Delivered,FBA,Standard,Marketplace,Hobart,TAS,None,112,1,40
ORD-2023-105961,2023-12-20,2023,12,Dec,AMZ-FASH-002,B0FASH002,Running Shoes,Fashion,Footwear,1,76.68,0.1,69.01,Shipped,Seller Fulfilled,Standard,Marketplace,Brisbane,QLD,Boxing Day,141,2,90
ORD-2023-105947,2023-12-20,2023,12,Dec,AMZ-HOME-001,B0HOME001,LED Desk Lamp,Home,Lighting,1,31.11,0.05,29.55,Delivered,Seller Fulfilled,Expedited,Amazon.com.au,Sydney,NSW,Boxing Day,166,4,90
ORD-2023-105948,2023-12-20,2023,12,Dec,AMZ-HOME-001,B0HOME001,LED Desk Lamp,Home,Lighting,2,30.08,0.1,54.14,Delivered,Seller Fulfilled,Priority,Amazon App,Adelaide,SA,None,80,3,75
ORD-2023-105949,2023-12-20,2023,12,Dec,AMZ-HOME-001,B0HOME001,LED Desk Lamp,Home,Lighting,1,30.96,0.05,29.41,Delivered,FBA,Priority,Marketplace,Adelaide,SA,Christmas Deal,98,5,90
ORD-2023-105950,2023-12-20,2023,12,Dec,AMZ-HOME-001,B0HOME001,LED Desk Lamp,Home,Lighting,1,31.01,0.15,26.36,Delivered,FBA,Standard,Marketplace,Adelaide,SA,Boxing Day,44,3,75
ORD-2023-105951,2023-12-20,2023,12,Dec,AMZ-HOME-002,B0HOME002,Memory Foam Pillow,Home,Bedding,2,34.5,0.15,0,Cancelled,FBA,Standard,Amazon.com.au,Perth,WA,Christmas Deal,84,2,40
ORD-2023-105952,2023-12-20,2023,12,Dec,AMZ-HOME-002,B0HOME002,Memory Foam Pillow,Home,Bedding,1,33.46,0.15,28.44,Delivered,Seller Fulfilled,Priority,Amazon.com.au,Brisbane,QLD,Holiday Bundle,108,3,90
ORD-2023-105953,2023-12-20,2023,12,Dec,AMZ-HOME-002,B0HOME002,Memory Foam Pillow,Home,Bedding,1,33.83,0,33.83,Delivered,Seller Fulfilled,Priority,Amazon.com.au,Adelaide,SA,Boxing Day,103,5,90
ORD-2023-105954,2023-12-20,2023,12,Dec,AMZ-HOME-002,B0HOME002,Memory Foam Pillow,Home,Bedding,1,35.56,0.05,33.78,Delivered,FBA,Expedited,Marketplace,Hobart,TAS,Boxing Day,104,2,90
ORD-2023-105962,2023-12-20,2023,12,Dec,AMZ-KIDS-001,B0KIDS001,STEM Building Toy,Toys,Educational,2,25.96,0,51.92,Delivered,FBA,Priority,Amazon App,Melbourne,VIC,Boxing Day,113,2,60
ORD-2023-105963,2023-12-20,2023,12,Dec,AMZ-KIDS-001,B0KIDS001,STEM Building Toy,Toys,Educational,1,23.78,0.1,21.4,Delivered,FBA,Standard,Marketplace,Canberra,ACT,None,142,4,60
ORD-2023-105964,2023-12-20,2023,12,Dec,AMZ-KIDS-001,B0KIDS001,STEM Building Toy,Toys,Educational,2,25.76,0.1,46.37,Delivered,FBA,Expedited,Marketplace,Adelaide,SA,None,114,3,40
ORD-2023-105965,2023-12-20,2023,12,Dec,AMZ-KIDS-001,B0KIDS001,STEM Building Toy,Toys,Educational,1,25.32,0,25.32,Delivered,FBA,Expedited,Marketplace,Sydney,NSW,Boxing Day,82,2,50
ORD-2023-105966,2023-12-20,2023,12,Dec,AMZ-KIDS-001,B0KIDS001,STEM Building Toy,Toys,Educational,1,24.54,0.15,20.86,Delivered,Seller Fulfilled,Priority,Amazon App,Hobart,TAS,Holiday Bundle,132,4,75
ORD-2023-105967,2023-12-20,2023,12,Dec,AMZ-KIDS-001,B0KIDS001,STEM Building Toy,Toys,Educational,1,24.29,0,24.29,Delivered,FBA,Standard,Amazon.com.au,Adelaide,SA,None,87,2,75
ORD-2023-105968,2023-12-20,2023,12,Dec,AMZ-KIDS-001,B0KIDS001,STEM Building Toy,Toys,Educational,1,25.47,0.05,24.2,Delivered,Seller Fulfilled,Priority,Amazon.com.au,Adelaide,SA,Holiday Bundle,62,2,40
ORD-2023-105969,2023-12-20,2023,12,Dec,AMZ-KIDS-001,B0KIDS001,STEM Building Toy,Toys,Educational,1,23.75,0.2,19,Delivered,FBA,Priority,Amazon.com.au,Sydney,NSW,Christmas Deal,95,4,75
ORD-2023-105970,2023-12-20,2023,12,Dec,AMZ-KIDS-001,B0KIDS001,STEM Building Toy,Toys,Educational,1,25.63,0,25.63,Delivered,Seller Fulfilled,Priority,Marketplace,Hobart,TAS,None,101,2,90
ORD-2023-105971,2023-12-20,2023,12,Dec,AMZ-KIDS-001,B0KIDS001,STEM Building Toy,Toys,Educational,2,23.9,0.05,45.41,Delivered,FBA,Expedited,Amazon.com.au,Adelaide,SA,Boxing Day,85,3,60
ORD-2023-105972,2023-12-20,2023,12,Dec,AMZ-KIDS-001,B0KIDS001,STEM Building Toy,Toys,Educational,1,25.5,0.1,22.95,Delivered,Seller Fulfilled,Priority,Amazon App,Brisbane,QLD,Christmas Deal,114,4,75
ORD-2023-105973,2023-12-20,2023,12,Dec,AMZ-KIDS-001,B0KIDS001,STEM Building Toy,Toys,Educational,2,25.72,0.15,43.72,Delivered,Seller Fulfilled,Priority,Marketplace,Adelaide,SA,None,63,5,60
ORD-2023-105974,2023-12-20,2023,12,Dec,AMZ-KIDS-001,B0KIDS001,STEM Building Toy,Toys,Educational,1,26.11,0.2,20.89,Delivered,FBA,Standard,Amazon.com.au,Adelaide,SA,Boxing Day,119,2,75
ORD-2023-105975,2023-12-20,2023,12,Dec,AMZ-KIDS-002,B0KIDS002,Remote Control Car,Toys,Vehicles,1,52.43,0.05,49.81,Delivered,Seller Fulfilled,Expedited,Amazon.com.au,Brisbane,QLD,Christmas Deal,104,3,60
ORD-2023-105976,2023-12-20,2023,12,Dec,AMZ-KIDS-002,B0KIDS002,Remote Control Car,Toys,Vehicles,1,57.18,0.2,45.74,Delivered,Seller Fulfilled,Expedited,Marketplace,Melbourne,VIC,Christmas Deal,190,2,50
ORD-2023-105977,2023-12-20,2023,12,Dec,AMZ-KIDS-002,B0KIDS002,Remote Control Car,Toys,Vehicles,2,55.57,0.15,94.47,Delivered,Seller Fulfilled,Standard,Amazon.com.au,Hobart,TAS,Boxing Day,122,1,75
ORD-2023-105978,2023-12-20,2023,12,Dec,AMZ-KIT-001,B0KIT001,Air Fryer 5L,Kitchen,Appliances,1,103.44,0.15,87.92,Delivered,Seller Fulfilled,Standard,Amazon App,Sydney,NSW,Holiday Bundle,127,2,50
ORD-2023-105979,2023-12-20,2023,12,Dec,AMZ-KIT-001,B0KIT001,Air Fryer 5L,Kitchen,Appliances,1,96.13,0.2,76.9,Delivered,Seller Fulfilled,Expedited,Amazon.com.au,Perth,WA,None,85,3,50
ORD-2023-105980,2023-12-20,2023,12,Dec,AMZ-KIT-001,B0KIT001,Air Fryer 5L,Kitchen,Appliances,1,95.42,0.1,85.88,Delivered,FBA,Expedited,Marketplace,Adelaide,SA,Boxing Day,88,5,75
ORD-2023-105981,2023-12-20,2023,12,Dec,AMZ-KIT-001,B0KIT001,Air Fryer 5L,Kitchen,Appliances,1,102.95,0,102.95,Delivered,FBA,Priority,Amazon App,Melbourne,VIC,Christmas Deal,133,3,60
ORD-2023-105982,2023-12-20,2023,12,Dec,AMZ-KIT-001,B0KIT001,Air Fryer 5L,Kitchen,Appliances,1,103.09,0.2,82.47,Delivered,FBA,Expedited,Amazon.com.au,Sydney,NSW,None,161,5,50
ORD-2023-105983,2023-12-20,2023,12,Dec,AMZ-KIT-002,B0KIT002,Coffee Grinder,Kitchen,Appliances,1,58.64,0.05,0,Cancelled,Seller Fulfilled,Priority,Amazon.com.au,Canberra,ACT,Boxing Day,158,5,75
ORD-2023-105984,2023-12-20,2023,12,Dec,AMZ-KIT-002,B0KIT002,Coffee Grinder,Kitchen,Appliances,1,57.83,0,57.83,Delivered,Seller Fulfilled,Expedited,Amazon App,Melbourne,VIC,None,98,2,50
ORD-2023-105985,2023-12-20,2023,12,Dec,AMZ-KIT-002,B0KIT002,Coffee Grinder,Kitchen,Appliances,2,57.81,0.05,109.84,Delivered,FBA,Expedited,Amazon App,Perth,WA,Boxing Day,124,5,40
ORD-2023-105986,2023-12-20,2023,12,Dec,AMZ-KIT-002,B0KIT002,Coffee Grinder,Kitchen,Appliances,3,61.73,0.05,175.93,Shipped,Seller Fulfilled,Expedited,Marketplace,Canberra,ACT,Holiday Bundle,104,2,90
ORD-2023-105987,2023-12-21,2023,12,Dec,AMZ-ELEC-001,B0ELEC001,Wireless Earbuds,Electronics,Audio,1,49.44,0,49.44,Delivered,FBA,Expedited,Amazon App,Sydney,NSW,None,152,3,60
ORD-2023-105988,2023-12-21,2023,12,Dec,AMZ-ELEC-001,B0ELEC001,Wireless Earbuds,Electronics,Audio,1,51.93,0.2,41.54,Delivered,FBA,Priority,Amazon App,Melbourne,VIC,Holiday Bundle,98,3,60
ORD-2023-105989,2023-12-21,2023,12,Dec,AMZ-ELEC-001,B0ELEC001,Wireless Earbuds,Electronics,Audio,1,52.04,0.05,49.44,Delivered,FBA,Priority,Amazon App,Canberra,ACT,Boxing Day,132,4,50
ORD-2023-105990,2023-12-21,2023,12,Dec,AMZ-ELEC-001,B0ELEC001,Wireless Earbuds,Electronics,Audio,1,51.81,0.2,41.45,Delivered,Seller Fulfilled,Priority,Amazon.com.au,Melbourne,VIC,Holiday Bundle,109,4,60
ORD-2023-105991,2023-12-21,2023,12,Dec,AMZ-ELEC-001,B0ELEC001,Wireless Earbuds,Electronics,Audio,1,51.63,0.2,41.3,Delivered,Seller Fulfilled,Priority,Amazon App,Perth,WA,Christmas Deal,111,2,90
ORD-2023-105992,2023-12-21,2023,12,Dec,AMZ-ELEC-001,B0ELEC001,Wireless Earbuds,Electronics,Audio,1,49.48,0.15,42.06,Delivered,FBA,Standard,Marketplace,Adelaide,SA,Boxing Day,104,4,40
ORD-2023-105993,2023-12-21,2023,12,Dec,AMZ-ELEC-001,B0ELEC001,Wireless Earbuds,Electronics,Audio,1,51.49,0.15,43.77,Delivered,Seller Fulfilled,Expedited,Amazon App,Hobart,TAS,Boxing Day,130,1,60
ORD-2023-105994,2023-12-21,2023,12,Dec,AMZ-ELEC-001,B0ELEC001,Wireless Earbuds,Electronics,Audio,1,50.61,0.1,45.55,Delivered,Seller Fulfilled,Expedited,Amazon.com.au,Hobart,TAS,Holiday Bundle,162,2,40
ORD-2023-105995,2023-12-21,2023,12,Dec,AMZ-ELEC-001,B0ELEC001,Wireless Earbuds,Electronics,Audio,1,48.27,0.2,0,Cancelled,FBA,Priority,Amazon.com.au,Brisbane,QLD,Boxing Day,91,1,40
ORD-2023-105996,2023-12-21,2023,12,Dec,AMZ-ELEC-001,B0ELEC001,Wireless Earbuds,Electronics,Audio,1,49.21,0.2,39.37,Delivered,Seller Fulfilled,Expedited,Marketplace,Canberra,ACT,Christmas Deal,106,4,75
ORD-2023-105997,2023-12-21,2023,12,Dec,AMZ-ELEC-002,B0ELEC002,Bluetooth Speaker,Electronics,Audio,1,38.13,0.2,30.5,Delivered,FBA,Expedited,Amazon.com.au,Canberra,ACT,Christmas Deal,123,4,75
ORD-2023-105998,2023-12-21,2023,12,Dec,AMZ-ELEC-002,B0ELEC002,Bluetooth Speaker,Electronics,Audio,1,39.48,0.1,35.53,Delivered,FBA,Priority,Marketplace,Adelaide,SA,None,146,2,90
